analysis	gene_id	gene_description	taxa_id	correlation	p_value	fdr	abs_correlation	entrez_id	go_terms	kegg_pathways	analysis_group
All_Treatments	LOC100006250	annexin A2-A-like	Gemmobacter	-0.5378338966387811	0.011988011988011988	0.043290043290043295	0.5378338966387811	100006250	NA	NA	00_All_Treatments
All_Treatments	LOC100006250	annexin A2-A-like	Paenirhodobacter	-0.4073342965292488	0.002997002997002997	0.023053869207715363	0.4073342965292488	100006250	NA	NA	00_All_Treatments
All_Treatments	LOC100148399	uncharacterized LOC100148399	Ensifer	0.6204297911073505	0.006993006993006993	0.03885003885003885	0.6204297911073505	100148399	NA	NA	00_All_Treatments
All_Treatments	LOC100149761	dispanin subfamily A member 2b-like	Crenobacter	0.6718233255722229	0.04595404595404595	0.07069853223699378	0.6718233255722229	100149761	NA	NA	00_All_Treatments
All_Treatments	LOC100149991	E3 ubiquitin-protein ligase TRIM39-like	Tundrisphaera	-0.6061333519728203	0.03596403596403597	0.06095599315938299	0.6061333519728203	100149991	NA	NA	00_All_Treatments
All_Treatments	LOC100150003	uncharacterized LOC100150003	Polymorphobacter	0.7088724541479613	0.013986013986013986	0.018402649981597352	0.7088724541479613	100150003	NA	NA	00_All_Treatments
All_Treatments	LOC100150882	uncharacterized LOC100150882	Polymorphobacter	0.7983600771102374	0.007992007992007992	0.011417154274297132	0.7983600771102374	100150882	NA	NA	00_All_Treatments
All_Treatments	LOC100330485	uncharacterized LOC100330485	Tundrisphaera	-0.5464442933673405	0.01998001998001998	0.04077555097963261	0.5464442933673405	100330485	NA	NA	00_All_Treatments
All_Treatments	LOC100331609	GTPase IMAP family member 8-like	Gemmobacter	-0.6708979770998744	0.011988011988011988	0.03996003996003996	0.6708979770998744	100331609	NA	NA	00_All_Treatments
All_Treatments	LOC100332293	WD repeat domain phosphoinositide-interacting protein 1-like	Gemmobacter	0.5233526214098083	0.001998001998001998	0.0222000222000222	0.5233526214098083	100332293	NA	NA	00_All_Treatments
All_Treatments	LOC100334101	protein NLRC3-like	Devosia	0.8005511551989548	0.05094905094905095	0.08087150944293801	0.8005511551989548	100334101	NA	NA	00_All_Treatments
All_Treatments	LOC101882521	uncharacterized LOC101882521	Aquihabitans	0.812736835550386	0.026973026973026972	0.0518000518000518	0.812736835550386	101882521	NA	NA	00_All_Treatments
All_Treatments	LOC101882521	uncharacterized LOC101882521	Bradyrhizobium	0.8052610581407459	0.001998001998001998	0.024975024975024976	0.8052610581407459	101882521	NA	NA	00_All_Treatments
All_Treatments	LOC101882521	uncharacterized LOC101882521	Mycobacterium	0.8894356341496047	0.02197802197802198	0.047778308647873864	0.8894356341496047	101882521	NA	NA	00_All_Treatments
All_Treatments	LOC101882521	uncharacterized LOC101882521	Nocardia	0.7366358244747013	0.053946053946053944	0.0729000729000729	0.7366358244747013	101882521	NA	NA	00_All_Treatments
All_Treatments	LOC101882702	golgin subfamily A member 6-like protein 22	Hyphomicrobium	-0.3594058726239052	0.061938061938061936	0.07404360345536817	0.3594058726239052	101882702	NA	NA	00_All_Treatments
All_Treatments	LOC101882702	golgin subfamily A member 6-like protein 22	Mycobacterium	-0.4440719831749451	0.030969030969030968	0.08848294562580276	0.4440719831749451	101882702	NA	NA	00_All_Treatments
All_Treatments	LOC101882702	golgin subfamily A member 6-like protein 22	Paucibacter	0.8254128887828087	0.006993006993006993	0.030404378230465184	0.8254128887828087	101882702	NA	NA	00_All_Treatments
All_Treatments	LOC101883939	uncharacterized LOC101883939	Vibrio	0.5041931947612315	9.99000999000999e-4	0.007684623069238454	0.5041931947612315	101883939	NA	NA	00_All_Treatments
All_Treatments	LOC101884777	butyrophilin-like protein 2	Vogesella	0.3275980460330888	0.06293706293706294	0.08068854222700378	0.3275980460330888	101884777	NA	NA	00_All_Treatments
All_Treatments	LOC101885455	protein NLRC3-like	Devosia	0.6991041253759951	0.03396603396603397	0.06531929608852687	0.6991041253759951	101885455	NA	NA	00_All_Treatments
All_Treatments	LOC101885830	uncharacterized LOC101885830	Reyranella	-0.5890501393192986	0.04795204795204795	0.07229612492770388	0.5890501393192986	101885830	NA	NA	00_All_Treatments
All_Treatments	LOC101885830	uncharacterized LOC101885830	Vogesella	0.3780671748724587	0.04395604395604396	0.06279434850863423	0.3780671748724587	101885830	NA	NA	00_All_Treatments
All_Treatments	LOC101886086	uncharacterized LOC101886086	Vogesella	0.844654685752057	9.99000999000999e-4	0.016650016650016652	0.844654685752057	101886086	NA	NA	00_All_Treatments
All_Treatments	LOC101886348	gastrula zinc finger protein XlCGF8.2DB-like	Culicoidibacter	-0.49644162314898527	0.015984015984015984	0.04757147614290472	0.49644162314898527	101886348	NA	NA	00_All_Treatments
All_Treatments	LOC101886348	gastrula zinc finger protein XlCGF8.2DB-like	Paucibacter	-0.7229748102451439	0.003996003996003996	0.006889662062075854	0.7229748102451439	101886348	NA	NA	00_All_Treatments
All_Treatments	LOC101886910	cystatin-A5-like	Crenobacter	-0.36938314203174716	0.017982017982017984	0.04757147614290472	0.36938314203174716	101886910	NA	NA	00_All_Treatments
All_Treatments	LOC101886910	cystatin-A5-like	Nocardia	0.6190233342377431	9.99000999000999e-4	0.016650016650016652	0.6190233342377431	101886910	NA	NA	00_All_Treatments
All_Treatments	LOC103908679	gastrula zinc finger protein XlCGF57.1-like	Culicoidibacter	-0.39211693394674035	0.03196803196803197	0.05156134188392253	0.39211693394674035	103908679	NA	NA	00_All_Treatments
All_Treatments	LOC103908679	gastrula zinc finger protein XlCGF57.1-like	Vibrio	0.859230630171621	0.06693306693306693	0.08692606095203498	0.859230630171621	103908679	NA	NA	00_All_Treatments
All_Treatments	LOC103909395	adhesion G protein-coupled receptor E3-like	Vogesella	1	0.001998001998001998	0.018163654527290893	1	103909395	NA	NA	00_All_Treatments
All_Treatments	LOC103911103	uncharacterized LOC103911103	Roseomonas	-0.41665444032482063	0.011988011988011988	0.0315473999684526	0.41665444032482063	103911103	NA	NA	00_All_Treatments
All_Treatments	LOC103911103	uncharacterized LOC103911103	Tundrisphaera	-0.5162753467180219	0.02197802197802198	0.043094160741219564	0.5162753467180219	103911103	NA	NA	00_All_Treatments
All_Treatments	LOC108180184	uncharacterized LOC108180184	Gemmobacter	-0.6123740268485954	0.015984015984015984	0.03717213019538601	0.6123740268485954	108180184	NA	NA	00_All_Treatments
All_Treatments	LOC108180727	deubiquitinase and deneddylase Dub1	Fluviicola	-0.6279978035275942	0.002997002997002997	0.01762942939413528	0.6279978035275942	108180727	NA	NA	00_All_Treatments
All_Treatments	LOC110437775	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma-like	Rubrivivax	0.5264321059517781	9.99000999000999e-4	0.016650016650016652	0.5264321059517781	110437775	NA	NA	00_All_Treatments
All_Treatments	LOC110438754	C-type lectin domain family 4 member E-like	Tundrisphaera	-0.7107179191802107	0.08591408591408592	0.09653268080234374	0.7107179191802107	110438754	NA	NA	00_All_Treatments
All_Treatments	LOC110439496	gastrula zinc finger protein XlCGF57.1-like	Cloacibacterium	0.8501504875405849	0.013986013986013986	0.0405000405000405	0.8501504875405849	110439496	NA	NA	00_All_Treatments
All_Treatments	LOC110440159	redox-regulatory protein FAM213A-like	Fluviicola	0.7276646314164327	0.004995004995004995	0.02378573807145236	0.7276646314164327	110440159	NA	NA	00_All_Treatments
All_Treatments	LOC137487229	LOC137487229	Chryseotalea	-0.48802765506502443	0.027972027972027972	0.05827505827505828	0.48802765506502443	NA	NA	NA	00_All_Treatments
All_Treatments	LOC137487580	LOC137487580	Legionella	0.8090483650156872	0.011988011988011988	0.04610773841543073	0.8090483650156872	NA	NA	NA	00_All_Treatments
All_Treatments	LOC137489472	LOC137489472	Rubrivivax	0.617930119390006	0.003996003996003996	0.006889662062075854	0.617930119390006	NA	NA	NA	00_All_Treatments
All_Treatments	LOC137490512	LOC137490512	Mesorhizobium	1	0.001998001998001998	0.01762942939413528	1	NA	NA	NA	00_All_Treatments
All_Treatments	LOC137490819	LOC137490819	Culicoidibacter	0.9157078855741442	0.04895104895104895	0.07076257076257077	0.9157078855741442	NA	NA	NA	00_All_Treatments
All_Treatments	LOC137491130	LOC137491130	Rubrivivax	-0.25780835636414867	0.027972027972027972	0.05827505827505828	0.25780835636414867	NA	NA	NA	00_All_Treatments
All_Treatments	LOC137495655	LOC137495655	Flavobacterium	-0.6195444183128322	0.006993006993006993	0.030404378230465184	0.6195444183128322	NA	NA	NA	00_All_Treatments
All_Treatments	LOC137496053	LOC137496053	Gemmobacter	-0.4629774156270057	0.007992007992007992	0.03996003996003996	0.4629774156270057	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141374967	LOC141374967	Afipia	1	9.99000999000999e-4	0.01762942939413528	1	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141374973	LOC141374973	Pseudorhodoplanes	0.2761020067319603	0.015984015984015984	0.04995004995004995	0.2761020067319603	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141374973	LOC141374973	Pseudorhodoplanes	0.5171856260620923	0.02097902097902098	0.047778308647873864	0.5171856260620923	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141375138	LOC141375138	Runella	0.8897181386615922	0.004995004995004995	0.03567860710717854	0.8897181386615922	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141375230	LOC141375230	Bosea	-0.7508981616416541	0.001998001998001998	0.0105157999894842	0.7508981616416541	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141375644	LOC141375644	Polymorphobacter	0.5049900029408793	9.99000999000999e-4	0.003842311534619227	0.5049900029408793	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141375690	LOC141375690	Flavihumibacter	0.9810354261497599	9.99000999000999e-4	0.016650016650016652	0.9810354261497599	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141376179	LOC141376179	Chitinimonas	1	9.99000999000999e-4	0.018163654527290893	1	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141376179	LOC141376179	Flavihumibacter	1	0.002997002997002997	0.018731268731268732	1	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141376179	LOC141376179	Hyphomicrobium	1	0.001998001998001998	0.018163654527290893	1	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141376179	LOC141376179	Mesorhizobium	0.9999999999999998	9.99000999000999e-4	0.018163654527290893	0.9999999999999998	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141376188	LOC141376188	Aurantisolimonas	-0.3644839281251007	0.02197802197802198	0.02647954455183371	0.3644839281251007	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141377641	LOC141377641	Permianibacter	0.98001294281	0.00999000999000999	0.03567860710717854	0.98001294281	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141377641	LOC141377641	Sphingobium	0.5878330581167919	0.001998001998001998	0.01762942939413528	0.5878330581167919	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141378680	LOC141378680	Vogesella	-0.0751603785112128	0.056943056943056944	0.07695007695007695	0.0751603785112128	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141379352	LOC141379352	Mycobacterium	0.7945595962561192	0.006993006993006993	0.030404378230465184	0.7945595962561192	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141379461	LOC141379461	Legionella	0.7727303200371095	0.03796203796203796	0.0426539752382449	0.7727303200371095	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141379963	LOC141379963	Rubrivivax	0.700088764013606	0.001998001998001998	0.0047571476142904716	0.700088764013606	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141381086	LOC141381086	Polymorphobacter	0.8285916533083464	0.003996003996003996	0.006889662062075854	0.8285916533083464	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141381712	LOC141381712	Fluviicola	-0.6320832732357295	0.015984015984015984	0.04995004995004995	0.6320832732357295	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141381839	LOC141381839	Chitinilyticum	0.8942603878898211	0.002997002997002997	0.0222000222000222	0.8942603878898211	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141381921	LOC141381921	Gemmobacter	0.5331521667330035	0.002997002997002997	0.018731268731268732	0.5331521667330035	NA	NA	NA	00_All_Treatments
All_Treatments	LOC141386051	LOC141386051	Pseudorhodoplanes	0.6370127408895471	0.001998001998001998	0.01762942939413528	0.6370127408895471	NA	NA	NA	00_All_Treatments
All_Treatments	LOC553228	gamma-glutamyl hydrolase	Chryseotalea	-0.4085792367511628	0.04695304695304695	0.09990009990009989	0.4085792367511628	553228	NA	NA	00_All_Treatments
All_Treatments	LOC553528	OCIA domain-containing protein 1-like	Flavobacterium	-0.35580576334676367	0.04695304695304695	0.066131052046545	0.35580576334676367	553528	NA	NA	00_All_Treatments
All_Treatments	LOC566646	uncharacterized LOC566646	Ensifer	0.48267454091357015	0.017982017982017984	0.0438585804439463	0.48267454091357015	566646	NA	NA	00_All_Treatments
All_Treatments	LOC571488	E3 ubiquitin/ISG15 ligase TRIM25-like	Devosia	0.5387654399573627	0.03496503496503497	0.06597176408497164	0.5387654399573627	571488	NA	NA	00_All_Treatments
All_Treatments	LOC572225	zinc finger protein 501	Paenirhodobacter	-0.3385972829897581	0.001998001998001998	0.023053869207715363	0.3385972829897581	572225	NA	NA	00_All_Treatments
All_Treatments	LOC795984	uncharacterized LOC795984	Luteolibacter	1	0.001998001998001998	0.01762942939413528	1	795984	NA	NA	00_All_Treatments
All_Treatments	LOC795984	uncharacterized LOC795984	Phaselicystis	1	0.001998001998001998	0.01762942939413528	1	795984	NA	NA	00_All_Treatments
All_Treatments	LOC795984	uncharacterized LOC795984	Piscinibacter	1	0.003996003996003996	0.01998001998001998	1	795984	NA	NA	00_All_Treatments
All_Treatments	aagab	alpha and gamma adaptin binding protein	Rubrivivax	0.5682181497533093	9.99000999000999e-4	0.003842311534619227	0.5682181497533093	436696	NA	NA	00_All_Treatments
All_Treatments	aatf	apoptosis antagonizing transcription factor	Cloacibacterium	0.6993895552299514	0.02197802197802198	0.047778308647873864	0.6993895552299514	559477	NA	NA	00_All_Treatments
All_Treatments	abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	Culicoidibacter	0.8583804978870219	0.01998001998001998	0.04757147614290472	0.8583804978870219	393561	NA	NA	00_All_Treatments
All_Treatments	abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	Culicoidibacter	-0.46001011895396715	0.03896103896103896	0.05815080441946114	0.46001011895396715	323301	NA	NA	00_All_Treatments
