gene	log2FoldChange	padj	baseMean	pvalue	stat
LOC137487668	-23.037400042067826	2.0202526547408737e-12	16.984459069124927	9.813244546271305e-17	-8.307023588205519
cpdb	-18.568738394262805	3.0621841370974287e-9	10.297284844897778	2.974871654051031e-13	-7.2955293266580945
zgc:112970	-22.14090341610481	5.646729218942707e-7	15.310237226411576	8.228584862693992e-11	-6.496361406941779
exd1	-16.62020017776678	6.245335646928501e-6	28.587918463004197	1.2134523042557926e-9	-6.0784560503850535
zp2.6	-21.068945100264376	1.0816806663829275e-5	225.6381445428281	2.627096386998901e-9	-5.953349376455614
ppt2a.1	-19.11260824026265	1.3309437515340777e-5	33.969988456307085	4.525480284032906e-9	-5.863742898104268
qdprb.4	-20.05824816506115	1.3309437515340777e-5	126.55821977819271	4.035442444790322e-9	-5.882733984537213
bncr	-18.12369787230809	1.998460769695236e-5	13.176447891039544	7.76591351705537e-9	-5.7734619810897545
avd	-18.10972286108404	5.243719048464408e-5	47.83064090811266	2.2923918704123806e-8	-5.588348543008499
LOC137491340	18.83254359699427	7.696742351020352e-5	12.445300201428811	3.7386420318746554e-8	5.50277274639228
LOC141381605	-23.331764690705473	1.0821728487071961e-4	29.46323338222448	5.7822418690334467e-8	-5.425407654367585
lhx8a	-17.767124581124275	1.1061938266594691e-4	5.380069273724373	6.447916607525929e-8	-5.405912790425403
nots	-8.8936395997101	2.1160580407630615e-4	4620.709660946243	1.336219678919697e-7	-5.273807635421731
adad2	15.145353396679516	2.6889875813233805e-4	5.992560882819526	1.8286212725762533e-7	5.215965585348025
vtg5	-8.78341049239925	5.366429560215095e-4	204087.56459141156	3.910061854725138e-7	-5.073285009952889
rcn3	-4.673238565975547	7.267732528521991e-4	1082.859412160586	5.648405326485251e-7	-5.002866516874075
rtn1a	-3.834341025585137	7.399225418271093e-4	2568.3076001484415	6.110012731850614e-7	-4.987707036482546
vtg8	-6.2452353242491965	0.001334800331567495	132.9576677715126	1.1670668853264152e-6	-4.8611484534170435
lectin	-18.462801922015068	0.001600583240944855	47.586309488905776	1.4771983085419071e-6	-4.814295845724919
mthfr	-2.609800337840183	0.002153665487244668	361.71163941720613	2.0922577230724907e-6	-4.744302716284935
vtg7	-9.383822531533635	0.0023536542304911723	139258.15024015636	2.4008713673830386e-6	-4.716372131540801
slc43a1a	-2.3415078683102193	0.002539797931565205	246.44576413415524	2.7141183511164575e-6	-4.691347274035513
mboat2a	-2.0781813938818434	0.0026015531670575726	221.11482727902174	2.922185632925415e-6	-4.676214772291936
slc7a1b	-2.049839590612544	0.0026015531670575726	173.66535816769473	3.032849662864028e-6	-4.668582515107264
ifi44a8	-3.5977988932921625	0.00314802773235209	16516.092066042205	3.822834473638813e-6	-4.620788983895131
LOC141380276	-9.574905083200338	0.004022435617469285	848487.1986990087	5.08006635518538e-6	-4.5614537635005306
vtg3	-9.485620080022446	0.004521544197153185	31140.398981940773	5.9300380494067124e-6	-4.52886852944554
manf	-1.8172520833630021	0.004561877795896366	916.7265809282974	6.426116290911479e-6	-4.511861443712018
vtg4	-9.38313936305494	0.004561877795896366	212606.63640433314	6.286481191716729e-6	-4.516517878187529
snapc1a	13.22564324310526	0.0059858774150158035	12.919306169689012	8.722801887136256e-6	4.4466296778261505
slco1c1	-4.151217920629407	0.006480185404813109	33.80421314553485	9.757893211697011e-6	-4.422469932633704
vtg6	-9.422943814049273	0.008420648401066298	106520.2435890018	1.308887884753104e-5	-4.358613913187261
vtg2	-9.165896693374387	0.011457834880235274	245560.94605400573	1.836637446193054e-5	-4.283877882637114
LOC108184065	-19.056744998317736	0.011750831360598017	17.022635415659764	1.9406823056313818e-5	-4.271608308824479
cxcl18b	-2.5149611103805776	0.012245381216175303	287.42931341336777	2.2008019866832768e-5	-4.243479792867216
fam20cl	-9.003948787068165	0.012245381216175303	768.947475048068	2.1879161595193117e-5	-4.244796781242333
LOC141385619	-4.8678331218904605	0.012245381216175303	33.01548536513884	2.1327986317333018e-5	-4.250514672247758
LOC103910189	-2.404937288451052	0.012993936352319697	276.7586644948697	2.3984533025120145e-5	-4.2241490057389495
reep2	-2.29650444933941	0.013506275677547773	87.85376869036939	2.624233871384422e-5	-4.203840935737604
zgc:173544	-18.25268252827486	0.013506275677547773	7.3876318108052486	2.580206049511768e-5	-4.207667092608312
LOC141381093	17.476657845903937	0.014935483281584644	42.78399044731171	2.974473281901056e-5	4.175411920152255
