ID	Description	p.adjust	Count	geneID	log_padj
dre03050	Proteasome	8.104671096527328e-7	6	326884/415202/393261/554967/393518/393544	6.091264604980994
dre03430	Mismatch repair	0.03605461081485806	2	259256/550504	1.443039187992998
dre01230	Biosynthesis of amino acids	0.03605461081485806	3	386951/560827/560944	1.443039187992998
dre05132	Salmonella infection	0.03605461081485806	5	100006250/336681/393154/327026/641421	1.443039187992998
dre00030	Pentose phosphate pathway	0.04073215028774099	2	560827/560944	1.390062662502994
dre03030	DNA replication	0.04073215028774099	2	259256/550504	1.390062662502994
dre04540	Gap junction	0.04073215028774099	3	336681/393154/641421	1.390062662502994
dre03082	ATP-dependent chromatin remodeling	0.04073215028774099	3	406357/393225/394048	1.390062662502994
dre01200	Carbon metabolism	0.04073215028774099	3	386951/560827/560944	1.390062662502994
dre04145	Phagosome	0.07951608579082729	3	336681/393154/641421	1.0995450063934848
