contrast	Description	p.adjust	Count	log_padj	mean_log2FC	n_up	n_down	gene_list	fc_list
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	2'-deoxyribonucleotide metabolic process	0.0052479646427504075	5	2.2800090996061235	1.0950110195223048	4	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA biosynthetic process	7.139654988712804e-4	11	3.146322774234814	1.7659332838218083	11	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA conformation change	1.1370003083139753e-5	12	4.944239417547059	1.5483213092453025	11	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA damage checkpoint signaling	1.757207269004901e-4	12	3.7551770088655223	1.913834035937253	12	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA damage response	3.275829930123286e-22	91	21.484678653409254	1.7253184942184208	88	3		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA duplex unwinding	2.2443351904080523e-5	10	4.648912280894684	1.7740405272860273	10	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA geometric change	2.2443351904080523e-5	10	4.648912280894684	1.7740405272860273	10	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA integrity checkpoint signaling	2.47960440523644e-6	15	5.605617600757237	1.899662807556693	15	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA recombination	1.4304268622136061e-16	47	15.844534342786412	1.7807004544865745	47	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA repair	1.2539783481398332e-21	77	20.901709962201135	1.791123878067274	76	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA replication	6.756168780259623e-37	65	36.17029950957175	1.702886412682309	64	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA replication checkpoint signaling	0.00789790960621397	5	2.102487841192932	1.644255176228279	5	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA replication initiation	1.217243073603607e-13	17	12.914622688011718	1.7792362497962775	17	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA strand elongation	2.2718473665904812e-7	10	6.643620849930307	1.7737075596370024	10	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA strand elongation involved in DNA replication	4.795374663037189e-8	10	7.31917745570228	1.7737075596370024	10	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA synthesis involved in DNA repair	0.040938704328815904	5	1.3878659064646715	2.133767341930547	5	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA-templated DNA replication	2.59700577747537e-26	43	25.585527084208632	1.7770143423840783	43	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	DNA-templated DNA replication maintenance of fidelity	2.2443351904080523e-5	10	4.648912280894684	1.8140712693199934	10	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	G2/M transition of mitotic cell cycle	1.2118466799743746e-6	14	5.9165523226227625	2.2155517220426404	14	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	attachment of spindle microtubules to kinetochore	0.0032943938425388656	6	2.4822244824531845	2.235817994670188	6	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	autophagy	0.046953473106760665	24	1.3283322778320739	-0.8390606841301661	4	20		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	carboxylic acid transport	0.017069872115300765	23	1.7677697325365402	-1.2182430962175754	4	19		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	cell chemotaxis	2.6316180118908587e-4	23	3.5797771497721778	1.2146226896634766	18	5		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	cell cycle DNA replication	1.3160738598886613e-11	14	10.880719736829995	1.8774427645254914	14	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	cell cycle G2/M phase transition	4.730334953853603e-6	14	5.325108105888004	2.2155517220426404	14	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	cell cycle checkpoint signaling	9.6915513935989e-12	26	11.013606696865692	2.049166679537735	26	0		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	cell cycle phase transition	4.557263218102454e-14	45	13.341295886741648	1.9239086049041438	44	1		
A_minus_T_minus_P_plus_vs_A_minus_T_minus_P_minus	cell division	4.496368463999835e-14	62	13.347138106841783	2.0374594264184815	62	0		
